,UN_Geosheme_Subregion,Decade,RCP,DO,Â°C,Disaster_Type,Human_Impact,Financial_Impact
352,Australia and New Zealand,2020,6.0,13,16,Drought,3539991,1586988000
353,Australia and New Zealand,2030,6.0,13,16,Drought,3539991,1586988000
354,Australia and New Zealand,2040,6.0,13,16,Drought,3539991,1586988000
355,Australia and New Zealand,2050,6.0,13,16,Drought,3539991,1586988000
356,Australia and New Zealand,2060,6.0,12,17,Drought,3267684,1464912000
357,Australia and New Zealand,2070,6.0,12,17,Drought,3267684,1464912000
358,Australia and New Zealand,2080,6.0,12,17,Drought,3267684,1464912000
359,Australia and New Zealand,2090,6.0,12,17,Drought,3267684,1464912000
360,Caribbean,2020,6.0,54,26,Drought,1108134,58644000
361,Caribbean,2030,6.0,54,26,Drought,1108134,58644000
362,Caribbean,2040,6.0,54,26,Drought,1108134,58644000
363,Caribbean,2050,6.0,54,26,Drought,1108134,58644000
364,Caribbean,2060,6.0,70,27,Drought,1436470,76020000
365,Caribbean,2070,6.0,70,27,Drought,1436470,76020000
366,Caribbean,2080,6.0,69,27,Drought,1415949,74934000
367,Caribbean,2090,6.0,69,27,Drought,1415949,74934000
368,Central America,2020,6.0,55,26,Drought,556600,128480000
369,Central America,2030,6.0,55,26,Drought,556600,128480000
370,Central America,2040,6.0,71,27,Drought,718520,165856000
371,Central America,2050,6.0,71,27,Drought,718520,165856000
372,Central America,2060,6.0,75,27,Drought,759000,175200000
373,Central America,2070,6.0,75,27,Drought,759000,175200000
374,Central America,2080,6.0,75,28,Drought,759000,175200000
375,Central America,2090,6.0,75,28,Drought,759000,175200000
376,Central Asia,2020,6.0,38,7,Drought,15200000,508250000
377,Central Asia,2030,6.0,38,7,Drought,15200000,508250000
378,Central Asia,2040,6.0,23,8,Drought,9200000,307625000
379,Central Asia,2050,6.0,23,8,Drought,9200000,307625000
380,Central Asia,2060,6.0,23,9,Drought,9200000,307625000
381,Central Asia,2070,6.0,23,9,Drought,9200000,307625000
382,Central Asia,2080,6.0,16,9,Drought,6400000,214000000
383,Central Asia,2090,6.0,16,9,Drought,6400000,214000000
384,Eastern Africa,2020,6.0,74,23,Drought,1187034,103008000
385,Eastern Africa,2030,6.0,74,23,Drought,1187034,103008000
386,Eastern Africa,2040,6.0,70,24,Drought,1122870,97440000
387,Eastern Africa,2050,6.0,70,24,Drought,1122870,97440000
388,Eastern Africa,2060,6.0,74,24,Drought,1187034,103008000
389,Eastern Africa,2070,6.0,74,24,Drought,1187034,103008000
390,Eastern Africa,2080,6.0,78,25,Drought,1251198,108576000
391,Eastern Africa,2090,6.0,78,25,Drought,1251198,108576000
392,Eastern Asia,2020,6.0,14,13,Drought,4180358,539042000
393,Eastern Asia,2030,6.0,14,13,Drought,4180358,539042000
394,Eastern Asia,2040,6.0,14,14,Drought,4180358,539042000
395,Eastern Asia,2050,6.0,14,14,Drought,4180358,539042000
396,Eastern Asia,2060,6.0,13,14,Drought,3881761,500539000
397,Eastern Asia,2070,6.0,13,14,Drought,3881761,500539000
398,Eastern Asia,2080,6.0,13,15,Drought,3881761,500539000
399,Eastern Asia,2090,6.0,13,15,Drought,3881761,500539000
400,Eastern Europe,2020,6.0,17,10,Drought,405382,765000000
401,Eastern Europe,2030,6.0,17,10,Drought,405382,765000000
402,Eastern Europe,2040,6.0,17,10,Drought,405382,765000000
403,Eastern Europe,2050,6.0,17,10,Drought,405382,765000000
404,Eastern Europe,2060,6.0,17,11,Drought,405382,765000000
405,Eastern Europe,2070,6.0,17,11,Drought,405382,765000000
406,Eastern Europe,2080,6.0,17,11,Drought,405382,765000000
407,Eastern Europe,2090,6.0,17,11,Drought,405382,765000000
408,Melanesia,2020,6.0,63,26,Drought,3421782,315000000
409,Melanesia,2030,6.0,63,26,Drought,3421782,315000000
410,Melanesia,2040,6.0,64,26,Drought,3476096,320000000
411,Melanesia,2050,6.0,64,26,Drought,3476096,320000000
412,Melanesia,2060,6.0,64,26,Drought,3476096,320000000
413,Melanesia,2070,6.0,64,26,Drought,3476096,320000000
414,Melanesia,2080,6.0,81,27,Drought,4399434,405000000
415,Melanesia,2090,6.0,81,27,Drought,4399434,405000000
416,Micronesia,2020,6.0,86,27,Drought,826202,84280000
417,Micronesia,2030,6.0,86,27,Drought,826202,84280000
418,Micronesia,2040,6.0,86,28,Drought,826202,84280000
419,Micronesia,2050,6.0,86,28,Drought,826202,84280000
420,Micronesia,2060,6.0,86,28,Drought,826202,84280000
421,Micronesia,2070,6.0,86,28,Drought,826202,84280000
422,Micronesia,2080,6.0,86,29,Drought,826202,84280000
423,Micronesia,2090,6.0,86,29,Drought,826202,84280000
424,Middle Africa,2020,6.0,73,25,Drought,2049548,106288000
425,Middle Africa,2030,6.0,73,25,Drought,2049548,106288000
426,Middle Africa,2040,6.0,77,25,Drought,2161852,112112000
427,Middle Africa,2050,6.0,77,25,Drought,2161852,112112000
428,Middle Africa,2060,6.0,54,26,Drought,1516104,78624000
429,Middle Africa,2070,6.0,54,26,Drought,1516104,78624000
430,Middle Africa,2080,6.0,54,26,Drought,1516104,78624000
431,Middle Africa,2090,6.0,54,26,Drought,1516104,78624000
432,Northern Africa,2020,6.0,39,23,Drought,5613660,923754000
433,Northern Africa,2030,6.0,39,23,Drought,5613660,923754000
434,Northern Africa,2040,6.0,70,24,Drought,10075800,1658020000
435,Northern Africa,2050,6.0,70,24,Drought,10075800,1658020000
436,Northern Africa,2060,6.0,75,24,Drought,10795500,1776450000
437,Northern Africa,2070,6.0,75,24,Drought,10795500,1776450000
438,Northern Africa,2080,6.0,71,25,Drought,10219740,1681706000
439,Northern Africa,2090,6.0,71,25,Drought,10219740,1681706000
440,Northern America,2020,6.0,51,3,Drought,66759,8037753000
441,Northern America,2030,6.0,51,3,Drought,66759,8037753000
442,Northern America,2040,6.0,51,3,Drought,66759,8037753000
443,Northern America,2050,6.0,51,3,Drought,66759,8037753000
444,Northern America,2060,6.0,51,4,Drought,66759,8037753000
445,Northern America,2070,6.0,51,4,Drought,66759,8037753000
446,Northern America,2080,6.0,51,5,Drought,66759,8037753000
447,Northern America,2090,6.0,51,5,Drought,66759,8037753000
448,Northern Europe,2020,6.0,37,7,Drought,0,3176339000
449,Northern Europe,2030,6.0,37,7,Drought,0,3176339000
450,Northern Europe,2040,6.0,22,8,Drought,0,1888634000
451,Northern Europe,2050,6.0,22,8,Drought,0,1888634000
452,Northern Europe,2060,6.0,22,8,Drought,0,1888634000
453,Northern Europe,2070,6.0,22,8,Drought,0,1888634000
454,Northern Europe,2080,6.0,15,9,Drought,0,1287705000
455,Northern Europe,2090,6.0,15,9,Drought,0,1287705000
456,Polynesia,2020,6.0,81,27,Drought,0,0
457,Polynesia,2030,6.0,81,27,Drought,0,0
458,Polynesia,2040,6.0,86,27,Drought,0,0
459,Polynesia,2050,6.0,86,27,Drought,0,0
460,Polynesia,2060,6.0,86,28,Drought,0,0
461,Polynesia,2070,6.0,86,28,Drought,0,0
462,Polynesia,2080,6.0,86,28,Drought,0,0
463,Polynesia,2090,6.0,86,28,Drought,0,0
464,South America,2020,6.0,41,23,Drought,1338035,454649000
465,South America,2030,6.0,41,23,Drought,1338035,454649000
466,South America,2040,6.0,74,23,Drought,2414990,820586000
467,South America,2050,6.0,74,23,Drought,2414990,820586000
468,South America,2060,6.0,69,24,Drought,2251815,765141000
469,South America,2070,6.0,69,24,Drought,2251815,765141000
470,South America,2080,6.0,74,25,Drought,2414990,820586000
471,South America,2090,6.0,74,25,Drought,2414990,820586000
472,South-Eastern Asia,2020,6.0,56,26,Drought,2082080,620144000
473,South-Eastern Asia,2030,6.0,56,26,Drought,2082080,620144000
474,South-Eastern Asia,2040,6.0,56,26,Drought,2082080,620144000
475,South-Eastern Asia,2050,6.0,56,26,Drought,2082080,620144000
476,South-Eastern Asia,2060,6.0,71,27,Drought,2639780,786254000
477,South-Eastern Asia,2070,6.0,71,27,Drought,2639780,786254000
478,South-Eastern Asia,2080,6.0,75,27,Drought,2788500,830550000
479,South-Eastern Asia,2090,6.0,75,27,Drought,2788500,830550000
480,Southern Africa,2020,6.0,5,19,Drought,112705,25730000
481,Southern Africa,2030,6.0,5,19,Drought,112705,25730000
482,Southern Africa,2040,6.0,24,20,Drought,540984,123504000
483,Southern Africa,2050,6.0,24,20,Drought,540984,123504000
484,Southern Africa,2060,6.0,22,20,Drought,495902,113212000
485,Southern Africa,2070,6.0,22,20,Drought,495902,113212000
486,Southern Africa,2080,6.0,22,21,Drought,495902,113212000
487,Southern Africa,2090,6.0,22,21,Drought,495902,113212000
488,Southern Asia,2020,6.0,72,25,Drought,54855792,890064000
489,Southern Asia,2030,6.0,72,25,Drought,54855792,890064000
490,Southern Asia,2040,6.0,76,25,Drought,57903336,939512000
491,Southern Asia,2050,6.0,76,25,Drought,57903336,939512000
492,Southern Asia,2060,6.0,53,26,Drought,40379958,655186000
493,Southern Asia,2070,6.0,53,26,Drought,40379958,655186000
494,Southern Asia,2080,6.0,69,27,Drought,52570134,852978000
495,Southern Asia,2090,6.0,69,27,Drought,52570134,852978000
496,Southern Europe,2020,6.0,8,14,Drought,1030280,563584000
497,Southern Europe,2030,6.0,8,14,Drought,1030280,563584000
498,Southern Europe,2040,6.0,8,14,Drought,1030280,563584000
499,Southern Europe,2050,6.0,8,14,Drought,1030280,563584000
500,Southern Europe,2060,6.0,7,15,Drought,901495,493136000
501,Southern Europe,2070,6.0,7,15,Drought,901495,493136000
502,Southern Europe,2080,6.0,7,15,Drought,901495,493136000
503,Southern Europe,2090,6.0,7,15,Drought,901495,493136000
504,Western Africa,2020,6.0,69,27,Drought,976419,34638000
505,Western Africa,2030,6.0,69,27,Drought,976419,34638000
506,Western Africa,2040,6.0,76,27,Drought,1075476,38152000
507,Western Africa,2050,6.0,76,27,Drought,1075476,38152000
508,Western Africa,2060,6.0,76,28,Drought,1075476,38152000
509,Western Africa,2070,6.0,76,28,Drought,1075476,38152000
510,Western Africa,2080,6.0,76,28,Drought,1075476,38152000
511,Western Africa,2090,6.0,76,28,Drought,1075476,38152000
512,Western Asia,2020,6.0,10,16,Drought,427500,50720000
513,Western Asia,2030,6.0,10,16,Drought,427500,50720000
514,Western Asia,2040,6.0,10,16,Drought,427500,50720000
515,Western Asia,2050,6.0,10,16,Drought,427500,50720000
516,Western Asia,2060,6.0,12,17,Drought,513000,60864000
517,Western Asia,2070,6.0,12,17,Drought,513000,60864000
518,Western Asia,2080,6.0,5,18,Drought,213750,25360000
519,Western Asia,2090,6.0,5,18,Drought,213750,25360000
520,Western Europe,2020,6.0,17,11,Drought,0,2737000000
521,Western Europe,2030,6.0,17,11,Drought,0,2737000000
522,Western Europe,2040,6.0,17,11,Drought,0,2737000000
523,Western Europe,2050,6.0,17,11,Drought,0,2737000000
524,Western Europe,2060,6.0,17,11,Drought,0,2737000000
525,Western Europe,2070,6.0,17,11,Drought,0,2737000000
526,Western Europe,2080,6.0,8,12,Drought,0,1288000000
527,Western Europe,2090,6.0,8,12,Drought,0,1288000000
528,Australia and New Zealand,2020,8.5,13,16,Drought,3539991,1586988000
529,Australia and New Zealand,2030,8.5,13,16,Drought,3539991,1586988000
530,Australia and New Zealand,2040,8.5,12,17,Drought,3267684,1464912000
531,Australia and New Zealand,2050,8.5,12,17,Drought,3267684,1464912000
532,Australia and New Zealand,2060,8.5,5,18,Drought,1361535,610380000
533,Australia and New Zealand,2070,8.5,5,18,Drought,1361535,610380000
534,Australia and New Zealand,2080,8.5,5,19,Drought,1361535,610380000
535,Australia and New Zealand,2090,8.5,5,19,Drought,1361535,610380000
536,Caribbean,2020,8.5,54,26,Drought,1108134,58644000
537,Caribbean,2030,8.5,54,26,Drought,1108134,58644000
538,Caribbean,2040,8.5,70,27,Drought,1436470,76020000
539,Caribbean,2050,8.5,70,27,Drought,1436470,76020000
540,Caribbean,2060,8.5,76,27,Drought,1559596,82536000
541,Caribbean,2070,8.5,76,27,Drought,1559596,82536000
542,Caribbean,2080,8.5,76,28,Drought,1559596,82536000
543,Caribbean,2090,8.5,76,28,Drought,1559596,82536000
544,Central America,2020,8.5,55,26,Drought,556600,128480000
545,Central America,2030,8.5,55,26,Drought,556600,128480000
546,Central America,2040,8.5,75,27,Drought,759000,175200000
547,Central America,2050,8.5,75,27,Drought,759000,175200000
548,Central America,2060,8.5,75,28,Drought,759000,175200000
549,Central America,2070,8.5,75,28,Drought,759000,175200000
550,Central America,2080,8.5,75,29,Drought,759000,175200000
551,Central America,2090,8.5,75,29,Drought,759000,175200000
552,Central Asia,2020,8.5,38,8,Drought,15200000,508250000
553,Central Asia,2030,8.5,38,8,Drought,15200000,508250000
554,Central Asia,2040,8.5,23,9,Drought,9200000,307625000
555,Central Asia,2050,8.5,23,9,Drought,9200000,307625000
556,Central Asia,2060,8.5,17,10,Drought,6800000,227375000
557,Central Asia,2070,8.5,17,10,Drought,6800000,227375000
558,Central Asia,2080,8.5,17,11,Drought,6800000,227375000
559,Central Asia,2090,8.5,17,11,Drought,6800000,227375000
560,Eastern Africa,2020,8.5,68,24,Drought,1090788,94656000
561,Eastern Africa,2030,8.5,68,24,Drought,1090788,94656000
562,Eastern Africa,2040,8.5,75,24,Drought,1203075,104400000
563,Eastern Africa,2050,8.5,75,24,Drought,1203075,104400000
564,Eastern Africa,2060,8.5,55,26,Drought,882255,76560000
565,Eastern Africa,2070,8.5,55,26,Drought,882255,76560000
566,Eastern Africa,2080,8.5,71,27,Drought,1138911,98832000
567,Eastern Africa,2090,8.5,71,27,Drought,1138911,98832000
568,Eastern Asia,2020,8.5,14,14,Drought,4180358,539042000
569,Eastern Asia,2030,8.5,14,14,Drought,4180358,539042000
570,Eastern Asia,2040,8.5,13,15,Drought,3881761,500539000
571,Eastern Asia,2050,8.5,13,15,Drought,3881761,500539000
572,Eastern Asia,2060,8.5,13,16,Drought,3881761,500539000
573,Eastern Asia,2070,8.5,13,16,Drought,3881761,500539000
574,Eastern Asia,2080,8.5,13,17,Drought,3881761,500539000
575,Eastern Asia,2090,8.5,13,17,Drought,3881761,500539000
576,Eastern Europe,2020,8.5,17,10,Drought,405382,765000000
577,Eastern Europe,2030,8.5,17,10,Drought,405382,765000000
578,Eastern Europe,2040,8.5,17,11,Drought,405382,765000000
579,Eastern Europe,2050,8.5,17,11,Drought,405382,765000000
580,Eastern Europe,2060,8.5,8,12,Drought,190768,360000000
581,Eastern Europe,2070,8.5,8,12,Drought,190768,360000000
582,Eastern Europe,2080,8.5,8,13,Drought,190768,360000000
583,Eastern Europe,2090,8.5,8,13,Drought,190768,360000000
584,Melanesia,2020,8.5,64,26,Drought,3476096,320000000
585,Melanesia,2030,8.5,64,26,Drought,3476096,320000000
586,Melanesia,2040,8.5,64,26,Drought,3476096,320000000
587,Melanesia,2050,8.5,64,26,Drought,3476096,320000000
588,Melanesia,2060,8.5,86,27,Drought,4671004,430000000
589,Melanesia,2070,8.5,86,27,Drought,4671004,430000000
590,Melanesia,2080,8.5,86,28,Drought,4671004,430000000
591,Melanesia,2090,8.5,86,28,Drought,4671004,430000000
592,Micronesia,2020,8.5,86,28,Drought,826202,84280000
593,Micronesia,2030,8.5,86,28,Drought,826202,84280000
594,Micronesia,2040,8.5,86,28,Drought,826202,84280000
595,Micronesia,2050,8.5,86,28,Drought,826202,84280000
596,Micronesia,2060,8.5,86,29,Drought,826202,84280000
597,Micronesia,2070,8.5,86,29,Drought,826202,84280000
598,Micronesia,2080,8.5,86,30,Drought,826202,84280000
599,Micronesia,2090,8.5,86,30,Drought,826202,84280000
600,Middle Africa,2020,8.5,73,25,Drought,2049548,106288000
601,Middle Africa,2030,8.5,73,25,Drought,2049548,106288000
602,Middle Africa,2040,8.5,54,26,Drought,1516104,78624000
603,Middle Africa,2050,8.5,54,26,Drought,1516104,78624000
604,Middle Africa,2060,8.5,69,27,Drought,1937244,100464000
605,Middle Africa,2070,8.5,69,27,Drought,1937244,100464000
606,Middle Africa,2080,8.5,76,28,Drought,2133776,110656000
607,Middle Africa,2090,8.5,76,28,Drought,2133776,110656000
608,Northern Africa,2020,8.5,68,24,Drought,9787920,1610648000
609,Northern Africa,2030,8.5,68,24,Drought,9787920,1610648000
610,Northern Africa,2040,8.5,74,25,Drought,10651560,1752764000
611,Northern Africa,2050,8.5,74,25,Drought,10651560,1752764000
612,Northern Africa,2060,8.5,55,26,Drought,7916700,1302730000
613,Northern Africa,2070,8.5,55,26,Drought,7916700,1302730000
614,Northern Africa,2080,8.5,75,27,Drought,10795500,1776450000
615,Northern Africa,2090,8.5,75,27,Drought,10795500,1776450000
616,Northern America,2020,8.5,51,3,Drought,66759,8037753000
617,Northern America,2030,8.5,51,3,Drought,66759,8037753000
618,Northern America,2040,8.5,51,4,Drought,66759,8037753000
619,Northern America,2050,8.5,51,4,Drought,66759,8037753000
620,Northern America,2060,8.5,51,5,Drought,66759,8037753000
621,Northern America,2070,8.5,51,5,Drought,66759,8037753000
622,Northern America,2080,8.5,45,7,Drought,58905,7092135000
623,Northern America,2090,8.5,45,7,Drought,58905,7092135000
624,Northern Europe,2020,8.5,37,8,Drought,0,3176339000
625,Northern Europe,2030,8.5,37,8,Drought,0,3176339000
626,Northern Europe,2040,8.5,22,9,Drought,0,1888634000
627,Northern Europe,2050,8.5,22,9,Drought,0,1888634000
628,Northern Europe,2060,8.5,16,10,Drought,0,1373552000
629,Northern Europe,2070,8.5,16,10,Drought,0,1373552000
630,Northern Europe,2080,8.5,16,11,Drought,0,1373552000
631,Northern Europe,2090,8.5,16,11,Drought,0,1373552000
632,Polynesia,2020,8.5,86,27,Drought,0,0
633,Polynesia,2030,8.5,86,27,Drought,0,0
634,Polynesia,2040,8.5,86,28,Drought,0,0
635,Polynesia,2050,8.5,86,28,Drought,0,0
636,Polynesia,2060,8.5,86,28,Drought,0,0
637,Polynesia,2070,8.5,86,28,Drought,0,0
638,Polynesia,2080,8.5,86,29,Drought,0,0
639,Polynesia,2090,8.5,86,29,Drought,0,0
640,South America,2020,8.5,39,23,Drought,1272765,432471000
641,South America,2030,8.5,39,23,Drought,1272765,432471000
642,South America,2040,8.5,75,24,Drought,2447625,831675000
643,South America,2050,8.5,75,24,Drought,2447625,831675000
644,South America,2060,8.5,71,25,Drought,2317085,787319000
645,South America,2070,8.5,71,25,Drought,2317085,787319000
646,South America,2080,8.5,55,26,Drought,1794925,609895000
647,South America,2090,8.5,55,26,Drought,1794925,609895000
648,South-Eastern Asia,2020,8.5,56,26,Drought,2082080,620144000
649,South-Eastern Asia,2030,8.5,56,26,Drought,2082080,620144000
650,South-Eastern Asia,2040,8.5,70,27,Drought,2602600,775180000
651,South-Eastern Asia,2050,8.5,70,27,Drought,2602600,775180000
652,South-Eastern Asia,2060,8.5,75,28,Drought,2788500,830550000
653,South-Eastern Asia,2070,8.5,75,28,Drought,2788500,830550000
654,South-Eastern Asia,2080,8.5,75,29,Drought,2788500,830550000
655,South-Eastern Asia,2090,8.5,75,29,Drought,2788500,830550000
656,Southern Africa,2020,8.5,5,19,Drought,112705,25730000
657,Southern Africa,2030,8.5,5,19,Drought,112705,25730000
658,Southern Africa,2040,8.5,22,20,Drought,495902,113212000
659,Southern Africa,2050,8.5,22,20,Drought,495902,113212000
660,Southern Africa,2060,8.5,22,21,Drought,495902,113212000
661,Southern Africa,2070,8.5,22,21,Drought,495902,113212000
662,Southern Africa,2080,8.5,0,23,Drought,0,0
663,Southern Africa,2090,8.5,0,23,Drought,0,0
664,Southern Asia,2020,8.5,76,25,Drought,57903336,939512000
665,Southern Asia,2030,8.5,76,25,Drought,57903336,939512000
666,Southern Asia,2040,8.5,53,26,Drought,40379958,655186000
667,Southern Asia,2050,8.5,53,26,Drought,40379958,655186000
668,Southern Asia,2060,8.5,75,27,Drought,57141450,927150000
669,Southern Asia,2070,8.5,75,27,Drought,57141450,927150000
670,Southern Asia,2080,8.5,75,28,Drought,57141450,927150000
671,Southern Asia,2090,8.5,75,28,Drought,57141450,927150000
672,Southern Europe,2020,8.5,8,14,Drought,1030280,563584000
673,Southern Europe,2030,8.5,8,14,Drought,1030280,563584000
674,Southern Europe,2040,8.5,7,15,Drought,901495,493136000
675,Southern Europe,2050,8.5,7,15,Drought,901495,493136000
676,Southern Europe,2060,8.5,7,16,Drought,901495,493136000
677,Southern Europe,2070,8.5,7,16,Drought,901495,493136000
678,Southern Europe,2080,8.5,9,17,Drought,1159065,634032000
679,Southern Europe,2090,8.5,9,17,Drought,1159065,634032000
680,Western Africa,2020,8.5,76,27,Drought,1075476,38152000
681,Western Africa,2030,8.5,76,27,Drought,1075476,38152000
682,Western Africa,2040,8.5,76,28,Drought,1075476,38152000
683,Western Africa,2050,8.5,76,28,Drought,1075476,38152000
684,Western Africa,2060,8.5,76,29,Drought,1075476,38152000
685,Western Africa,2070,8.5,76,29,Drought,1075476,38152000
686,Western Africa,2080,8.5,76,30,Drought,1075476,38152000
687,Western Africa,2090,8.5,76,30,Drought,1075476,38152000
688,Western Asia,2020,8.5,10,16,Drought,427500,50720000
689,Western Asia,2030,8.5,10,16,Drought,427500,50720000
690,Western Asia,2040,8.5,13,17,Drought,555750,65936000
691,Western Asia,2050,8.5,13,17,Drought,555750,65936000
692,Western Asia,2060,8.5,5,18,Drought,213750,25360000
693,Western Asia,2070,8.5,5,18,Drought,213750,25360000
694,Western Asia,2080,8.5,25,19,Drought,1068750,126800000
695,Western Asia,2090,8.5,25,19,Drought,1068750,126800000
696,Western Europe,2020,8.5,17,11,Drought,0,2737000000
697,Western Europe,2030,8.5,17,11,Drought,0,2737000000
698,Western Europe,2040,8.5,16,12,Drought,0,2576000000
699,Western Europe,2050,8.5,16,12,Drought,0,2576000000
700,Western Europe,2060,8.5,7,12,Drought,0,1127000000
701,Western Europe,2070,8.5,7,12,Drought,0,1127000000
702,Western Europe,2080,8.5,8,13,Drought,0,1288000000
703,Western Europe,2090,8.5,8,13,Drought,0,1288000000
