Decade,UN_Geosheme_Subregion,RCP,Disaster_Type,Financial_Impact,Rain,Human_Impact,DO
2020,Australia and New Zealand,2.6,Flood,697426300.0131028,6.6729175000000005,565633.6577559633,4
2020,Australia and New Zealand,4.5,Flood,697426300.0131028,2.440525,565633.6577559633,4
2020,Australia and New Zealand,6.0,Flood,348713150.0065514,7.790505,282816.82887798164,2
2020,Australia and New Zealand,8.5,Flood,348713150.0065514,2.595395,282816.82887798164,2
2020,Caribbean,2.6,Flood,1917922325.0360322,-6.9089681818181825,1555492.5588288994,11
2020,Caribbean,4.5,Flood,1569209175.029481,-4.411347777777779,1272675.7299509177,9
2020,Caribbean,6.0,Flood,1743565750.0327566,-8.511484999999999,1414084.1443899085,10
2020,Caribbean,8.5,Flood,1743565750.0327566,-3.204981,1414084.1443899085,10
2020,Central America,2.6,Flood,1569209175.029481,-0.42429000000000006,1272675.7299509177,9
2020,Central America,4.5,Flood,2092278900.0393078,-5.75114,1696900.9732678903,12
2020,Central America,6.0,Flood,1917922325.0360322,-1.7389645454545453,1555492.5588288994,11
2020,Central America,8.5,Flood,1569209175.029481,1.6856933333333333,1272675.7299509177,9
2020,Central Asia,2.6,Flood,1394852600.0262053,2.2306487499999994,1131267.3155119268,8
2020,Central Asia,4.5,Flood,1220496025.0229297,7.05627,989858.9010729359,7
2020,Central Asia,6.0,Flood,1569209175.029481,2.407782222222222,1272675.7299509177,9
2020,Central Asia,8.5,Flood,871782875.0163784,3.1337200000000007,707042.0721949541,5
2020,Eastern Africa,2.6,Flood,2789705200.052411,16.48144125,2262534.6310238536,16
2020,Eastern Africa,4.5,Flood,3661488075.0687904,17.357111904761904,2969576.703218808,21
2020,Eastern Africa,6.0,Flood,2964061775.055687,19.969387647058824,2403943.0454628444,17
2020,Eastern Africa,8.5,Flood,3312774925.0622387,20.93474526315789,2686759.874340826,19
2020,Eastern Asia,2.6,Flood,24712906408.024464,-5.046342857142858,20042908.684529163,7
2020,Eastern Asia,4.5,Flood,30101409634.051968,-0.8645512499999999,24413146.499636628,8
2020,Eastern Asia,6.0,Flood,42646803688.98294,2.0995788888888893,34587837.54175421,9
2020,Eastern Asia,8.5,Flood,24887262983.02774,1.5569875,20184317.098968152,8
2020,Eastern Europe,2.6,Flood,2440992050.0458593,1.44627,1979717.802145872,14
2020,Eastern Europe,4.5,Flood,2440992050.0458593,1.59409,1979717.802145872,14
2020,Eastern Europe,6.0,Flood,2440992050.0458593,0.6033192857142858,1979717.802145872,14
2020,Eastern Europe,8.5,Flood,2964061775.055687,0.3593223529411765,2403943.0454628444,17
2020,Melanesia,2.6,Flood,1046139450.019654,40.87943333333333,848450.486633945,6
2020,Melanesia,4.5,Flood,1046139450.019654,32.892566666666674,848450.486633945,6
2020,Melanesia,6.0,Flood,1046139450.019654,26.30235,848450.486633945,6
2020,Melanesia,8.5,Flood,1220496025.0229297,21.19134285714286,989858.9010729359,7
2020,Micronesia,2.6,Flood,819427938.716496,0.755494,664580.6477830462,5
2020,Micronesia,4.5,Flood,819427938.716496,11.498772,664580.6477830462,5
2020,Micronesia,6.0,Flood,819427938.716496,3.609566000000001,664580.6477830462,5
2020,Micronesia,8.5,Flood,671248831.8631616,7.083927499999999,544402.9455500094,4
2020,Middle Africa,2.6,Flood,1569209175.029481,5.76977,1272675.7299509177,9
2020,Middle Africa,4.5,Flood,1917922325.0360322,4.496656363636363,1555492.5588288994,11
2020,Middle Africa,6.0,Flood,1743565750.0327566,-1.7150499999999993,1414084.1443899085,10
2020,Middle Africa,8.5,Flood,1394852600.0262053,-0.8449337500000001,1131267.3155119268,8
2020,Northern Africa,2.6,Flood,1569209175.029481,-0.20308666666666667,1272675.7299509177,9
2020,Northern Africa,4.5,Flood,1917922325.0360322,-0.46275272727272726,1555492.5588288994,11
2020,Northern Africa,6.0,Flood,1394852600.0262053,0.18964375,1131267.3155119268,8
2020,Northern Africa,8.5,Flood,1743565750.0327566,-1.5526790000000001,1414084.1443899085,10
2020,Northern America,2.6,Flood,523069725.0098271,3.6001366666666663,424225.24331697245,3
2020,Northern America,4.5,Flood,523069725.0098271,4.679283333333333,424225.24331697245,3
2020,Northern America,6.0,Flood,523069725.0098271,5.241616666666666,424225.24331697245,3
2020,Northern America,8.5,Flood,523069725.0098271,6.135409999999999,424225.24331697245,3
2020,Northern Europe,2.6,Flood,1917922325.0360322,2.145825454545454,1555492.5588288994,11
2020,Northern Europe,4.5,Flood,1743565750.0327566,2.639458,1414084.1443899085,10
2020,Northern Europe,6.0,Flood,1569209175.029481,1.2005855555555556,1272675.7299509177,9
2020,Northern Europe,8.5,Flood,1743565750.0327566,3.2638130000000003,1414084.1443899085,10
2020,South America,2.6,Flood,2789705200.052411,17.069274999999998,2262534.6310238536,16
2020,South America,4.5,Flood,2615348625.049135,15.491772000000001,2121126.2165848627,15
2020,South America,6.0,Flood,2789705200.052411,14.445423125,2262534.6310238536,16
2020,South America,8.5,Flood,3312774925.0622387,21.075503684210528,2686759.874340826,19
2020,South-Eastern Asia,2.6,Flood,2349028709.3438125,13.642316666666666,1905132.7731904404,12
2020,South-Eastern Asia,4.5,Flood,2257065368.6417656,27.647019,1830547.7442350087,10
2020,South-Eastern Asia,6.0,Flood,2605778518.648317,34.34001666666666,2113364.5731129902,12
2020,South-Eastern Asia,8.5,Flood,2000315559.337261,23.760757,1622315.9443124586,10
2020,Southern Africa,2.6,Flood,1394852600.0262053,13.34625125,1131267.3155119268,8
2020,Southern Africa,4.5,Flood,1220496025.0229297,8.325937142857143,989858.9010729359,7
2020,Southern Africa,6.0,Flood,1220496025.0229297,7.437285714285715,989858.9010729359,7
2020,Southern Africa,8.5,Flood,1569209175.029481,7.0921988888888885,1272675.7299509177,9
2020,Southern Asia,2.6,Flood,26988168693.888123,19.400836363636362,21888214.674686227,11
2020,Southern Asia,4.5,Flood,47414966224.55879,21.172323999999996,38454960.44165352,10
2020,Southern Asia,6.0,Flood,28207551564.454674,16.877175,22877170.77409138,10
2020,Southern Asia,8.5,Flood,51051294868.64491,26.799596428571427,41404132.0913584,14
2020,Southern Europe,2.6,Flood,2440992050.0458593,3.522401428571428,1979717.802145872,14
2020,Southern Europe,4.5,Flood,3138418350.058963,1.373604444444445,2545351.4599018353,18
2020,Southern Europe,6.0,Flood,2615348625.049135,8.30982,2121126.2165848627,15
2020,Southern Europe,8.5,Flood,2964061775.055687,7.083164117647058,2403943.0454628444,17
2020,Western Africa,2.6,Flood,3138418350.058963,-2.9959066666666683,2545351.4599018353,18
2020,Western Africa,4.5,Flood,3661488075.0687904,0.9114719047619046,2969576.703218808,21
2020,Western Africa,6.0,Flood,2615348625.049135,0.33655599999999997,2121126.2165848627,15
2020,Western Africa,8.5,Flood,4010201225.075342,3.1139060869565216,3252393.5320967897,23
2020,Western Asia,2.6,Flood,3661488075.0687904,3.9981814285714288,2969576.703218808,21
2020,Western Asia,4.5,Flood,3138418350.058963,5.553971111111109,2545351.4599018353,18
2020,Western Asia,6.0,Flood,3835844650.0720663,2.216389090909091,3110985.117657799,22
2020,Western Asia,8.5,Flood,3312774925.0622387,3.17884894736842,2686759.874340826,19
2020,Western Europe,2.6,Flood,1917922325.0360322,2.1748863636363636,1555492.5588288994,11
2020,Western Europe,4.5,Flood,1917922325.0360322,5.82149,1555492.5588288994,11
2020,Western Europe,6.0,Flood,1743565750.0327566,-0.41818,1414084.1443899085,10
2020,Western Europe,8.5,Flood,1917922325.0360322,5.424199090909091,1555492.5588288994,11
2030,Australia and New Zealand,2.6,Flood,348713150.0065514,5.92228,282816.82887798164,2
2030,Australia and New Zealand,4.5,Flood,348713150.0065514,1.6516650000000002,282816.82887798164,2
2030,Australia and New Zealand,6.0,Flood,697426300.0131028,9.0536025,565633.6577559633,4
2030,Australia and New Zealand,8.5,Flood,697426300.0131028,3.19778,565633.6577559633,4
2030,Caribbean,2.6,Flood,1743565750.0327566,-7.848372,1414084.1443899085,10
2030,Caribbean,4.5,Flood,2092278900.0393078,-4.886758333333334,1696900.9732678903,12
2030,Caribbean,6.0,Flood,1917922325.0360322,-4.622094545454545,1555492.5588288994,11
2030,Caribbean,8.5,Flood,1917922325.0360322,-2.6991363636363634,1555492.5588288994,11
2030,Central America,2.6,Flood,2615348625.049135,0.44320799999999977,2121126.2165848627,15
2030,Central America,4.5,Flood,2092278900.0393078,-5.466366666666667,1696900.9732678903,12
2030,Central America,6.0,Flood,2266635475.0425835,-3.724313846153846,1838309.3877068812,13
2030,Central America,8.5,Flood,2615348625.049135,2.7232106666666667,2121126.2165848627,15
2030,Central Asia,2.6,Flood,1220496025.0229297,1.4228371428571427,989858.9010729359,7
2030,Central Asia,4.5,Flood,1394852600.0262053,9.057293750000001,1131267.3155119268,8
2030,Central Asia,6.0,Flood,1046139450.019654,2.219985,848450.486633945,6
2030,Central Asia,8.5,Flood,1743565750.0327566,3.628002,1414084.1443899085,10
2030,Eastern Africa,2.6,Flood,3487131500.0655146,27.323040999999996,2828168.288779817,20
2030,Eastern Africa,4.5,Flood,2615348625.049135,16.71844533333333,2121126.2165848627,15
2030,Eastern Africa,6.0,Flood,3312774925.0622387,16.860927368421052,2686759.874340826,19
2030,Eastern Africa,8.5,Flood,2964061775.055687,25.949779999999993,2403943.0454628444,17
2030,Eastern Asia,2.6,Flood,39518833987.95486,-2.29571375,32050960.249760635,8
2030,Eastern Asia,4.5,Flood,34130330761.92736,1.4288371428571431,27680722.43465317,7
2030,Eastern Asia,6.0,Flood,21584936706.996387,4.7902,17506031.39253559,6
2030,Eastern Asia,8.5,Flood,39344477412.951584,2.8311514285714283,31909551.835321646,7
2030,Eastern Europe,2.6,Flood,2440992050.0458593,1.3146792857142857,1979717.802145872,14
2030,Eastern Europe,4.5,Flood,2440992050.0458593,0.8591121428571429,1979717.802145872,14
2030,Eastern Europe,6.0,Flood,2440992050.0458593,1.862550714285714,1979717.802145872,14
2030,Eastern Europe,8.5,Flood,1917922325.0360322,0.5567636363636365,1555492.5588288994,11
2030,Melanesia,2.6,Flood,1046139450.019654,37.9401,848450.486633945,6
2030,Melanesia,4.5,Flood,1046139450.019654,22.24511666666667,848450.486633945,6
2030,Melanesia,6.0,Flood,1046139450.019654,24.570383333333336,848450.486633945,6
2030,Melanesia,8.5,Flood,871782875.0163784,17.3922,707042.0721949541,5
2030,Micronesia,2.6,Flood,671248831.8631616,-0.3105675000000001,544402.9455500094,4
2030,Micronesia,4.5,Flood,671248831.8631616,10.581140000000001,544402.9455500094,4
2030,Micronesia,6.0,Flood,671248831.8631616,13.209725,544402.9455500094,4
2030,Micronesia,8.5,Flood,819427938.716496,7.95284,664580.6477830462,5
2030,Middle Africa,2.6,Flood,1743565750.0327566,3.163911,1414084.1443899085,10
2030,Middle Africa,4.5,Flood,1394852600.0262053,7.1976475,1131267.3155119268,8
2030,Middle Africa,6.0,Flood,1569209175.029481,-5.648744444444444,1272675.7299509177,9
2030,Middle Africa,8.5,Flood,1917922325.0360322,-4.374697272727273,1555492.5588288994,11
2030,Northern Africa,2.6,Flood,1569209175.029481,-0.8769833333333334,1272675.7299509177,9
2030,Northern Africa,4.5,Flood,1220496025.0229297,-0.4849442857142857,989858.9010729359,7
2030,Northern Africa,6.0,Flood,1743565750.0327566,-1.9399490000000004,1414084.1443899085,10
2030,Northern Africa,8.5,Flood,1394852600.0262053,-1.529945,1131267.3155119268,8
2030,Northern America,2.6,Flood,523069725.0098271,3.07858,424225.24331697245,3
2030,Northern America,4.5,Flood,523069725.0098271,5.0168800000000005,424225.24331697245,3
2030,Northern America,6.0,Flood,523069725.0098271,4.631363333333334,424225.24331697245,3
2030,Northern America,8.5,Flood,523069725.0098271,6.8875166666666665,424225.24331697245,3
2030,Northern Europe,2.6,Flood,1743565750.0327566,3.0785119999999995,1414084.1443899085,10
2030,Northern Europe,4.5,Flood,1917922325.0360322,1.8967609090909092,1555492.5588288994,11
2030,Northern Europe,6.0,Flood,2092278900.0393078,0.5980491666666666,1696900.9732678903,12
2030,Northern Europe,8.5,Flood,1917922325.0360322,3.1258681818181815,1555492.5588288994,11
2030,South America,2.6,Flood,3487131500.0655146,13.3110155,2828168.288779817,20
2030,South America,4.5,Flood,3661488075.0687904,24.54250095238096,2969576.703218808,21
2030,South America,6.0,Flood,3487131500.0655146,12.2156145,2828168.288779817,20
2030,South America,8.5,Flood,2964061775.055687,16.073320588235298,2403943.0454628444,17
2030,South-Eastern Asia,2.6,Flood,2082708793.6384897,9.390633333333334,1689139.3297960178,9
2030,South-Eastern Asia,4.5,Flood,2174672134.3405366,32.125600909090906,1763724.3587514495,11
2030,South-Eastern Asia,6.0,Flood,1825958984.3339853,25.86573333333333,1480907.5298734677,9
2030,South-Eastern Asia,8.5,Flood,2431421943.645041,24.536613636363633,1971956.1586739996,11
2030,Southern Africa,2.6,Flood,1220496025.0229297,13.563384285714287,989858.9010729359,7
2030,Southern Africa,4.5,Flood,1394852600.0262053,6.020988749999999,1131267.3155119268,8
2030,Southern Africa,6.0,Flood,1394852600.0262053,1.9660875,1131267.3155119268,8
2030,Southern Africa,8.5,Flood,1046139450.019654,8.166003333333334,848450.486633945,6
2030,Southern Asia,2.6,Flood,50100613599.54053,25.374656923076923,40633101.05396636,13
2030,Southern Asia,4.5,Flood,29673816068.869858,42.867830714285724,24066355.286999073,14
2030,Southern Asia,6.0,Flood,48881230728.97397,27.644025000000003,39644144.9545612,14
2030,Southern Asia,8.5,Flood,26037487424.783737,20.375875,21117183.63729419,10
2030,Southern Europe,2.6,Flood,3312774925.0622387,3.0364810526315793,2686759.874340826,19
2030,Southern Europe,4.5,Flood,2615348625.049135,0.5050539999999999,2121126.2165848627,15
2030,Southern Europe,6.0,Flood,3138418350.058963,8.503304444444446,2545351.4599018353,18
2030,Southern Europe,8.5,Flood,2789705200.052411,4.081824375,2262534.6310238536,16
2030,Western Africa,2.6,Flood,3661488075.0687904,-1.933386666666667,2969576.703218808,21
2030,Western Africa,4.5,Flood,3138418350.058963,0.7647022222222215,2545351.4599018353,18
2030,Western Africa,6.0,Flood,4184557800.078618,0.2065179166666666,3393801.9465357806,24
2030,Western Africa,8.5,Flood,2789705200.052411,1.8209281250000002,2262534.6310238536,16
2030,Western Asia,2.6,Flood,3138418350.058963,-0.1411050000000001,2545351.4599018353,18
2030,Western Asia,4.5,Flood,3661488075.0687904,3.234226666666667,2969576.703218808,21
2030,Western Asia,6.0,Flood,2964061775.055687,1.380004705882353,2403943.0454628444,17
2030,Western Asia,8.5,Flood,3487131500.0655146,4.975862999999999,2828168.288779817,20
2030,Western Europe,2.6,Flood,1743565750.0327566,0.42083000000000004,1414084.1443899085,10
2030,Western Europe,4.5,Flood,1743565750.0327566,6.688086,1414084.1443899085,10
2030,Western Europe,6.0,Flood,1917922325.0360322,1.2189563636363636,1555492.5588288994,11
2030,Western Europe,8.5,Flood,1743565750.0327566,4.808715,1414084.1443899085,10
2040,Australia and New Zealand,2.6,Flood,348713150.0065514,1.350445,282816.82887798164,2
2040,Australia and New Zealand,4.5,Flood,697426300.0131028,8.486625,565633.6577559633,4
2040,Australia and New Zealand,6.0,Flood,523069725.0098271,7.924883333333334,424225.24331697245,3
2040,Australia and New Zealand,8.5,Flood,523069725.0098271,2.8660099999999997,424225.24331697245,3
2040,Caribbean,2.6,Flood,1569209175.029481,-8.931355555555555,1272675.7299509177,9
2040,Caribbean,4.5,Flood,1917922325.0360322,-8.052660000000001,1555492.5588288994,11
2040,Caribbean,6.0,Flood,2266635475.0425835,-9.866404615384615,1838309.3877068812,13
2040,Caribbean,8.5,Flood,1917922325.0360322,-4.091610909090909,1555492.5588288994,11
2040,Central America,2.6,Flood,2092278900.0393078,-4.2613924999999995,1696900.9732678903,12
2040,Central America,4.5,Flood,2266635475.0425835,-2.5813992307692297,1838309.3877068812,13
2040,Central America,6.0,Flood,2266635475.0425835,-5.890810769230769,1838309.3877068812,13
2040,Central America,8.5,Flood,2266635475.0425835,-5.651417692307691,1838309.3877068812,13
2040,Central Asia,2.6,Flood,1569209175.029481,7.0548366666666675,1272675.7299509177,9
2040,Central Asia,4.5,Flood,1220496025.0229297,2.963118571428572,989858.9010729359,7
2040,Central Asia,6.0,Flood,1046139450.019654,2.6132733333333333,848450.486633945,6
2040,Central Asia,8.5,Flood,1220496025.0229297,3.0167414285714287,989858.9010729359,7
2040,Eastern Africa,2.6,Flood,2964061775.055687,21.492035294117645,2403943.0454628444,17
2040,Eastern Africa,4.5,Flood,2789705200.052411,35.931662499999995,2262534.6310238536,16
2040,Eastern Africa,6.0,Flood,2615348625.049135,25.448919333333333,2121126.2165848627,15
2040,Eastern Africa,8.5,Flood,3661488075.0687904,42.51771428571429,2969576.703218808,21
2040,Eastern Asia,2.6,Flood,26973439933.02389,2.386942857142857,21876269.207643054,7
2040,Eastern Asia,4.5,Flood,42472447113.97966,2.349,34446429.12731522,8
2040,Eastern Asia,6.0,Flood,30101409634.051968,-1.02107875,24413146.499636628,8
2040,Eastern Asia,8.5,Flood,39518833987.954865,8.90134125,32050960.249760635,8
2040,Eastern Europe,2.6,Flood,1917922325.0360322,1.1743536363636364,1555492.5588288994,11
2040,Eastern Europe,4.5,Flood,2266635475.0425835,2.6279092307692307,1838309.3877068812,13
2040,Eastern Europe,6.0,Flood,2789705200.052411,5.499076250000001,2262534.6310238536,16
2040,Eastern Europe,8.5,Flood,2615348625.049135,3.2858373333333333,2121126.2165848627,15
2040,Melanesia,2.6,Flood,871782875.0163784,34.997159999999994,707042.0721949541,5
2040,Melanesia,4.5,Flood,1046139450.019654,46.755083333333324,848450.486633945,6
2040,Melanesia,6.0,Flood,871782875.0163784,60.886692,707042.0721949541,5
2040,Melanesia,8.5,Flood,1220496025.0229297,84.49231428571429,989858.9010729359,7
2040,Micronesia,2.6,Flood,645071363.7132202,0.1436200000000003,523172.23334405536,4
2040,Micronesia,4.5,Flood,645071363.7132202,10.8989975,523172.23334405536,4
2040,Micronesia,6.0,Flood,496892256.8598858,6.005240000000001,402994.5311110185,3
2040,Micronesia,8.5,Flood,671248831.8631616,6.3174625,544402.9455500094,4
2040,Middle Africa,2.6,Flood,1569209175.029481,10.905543333333334,1272675.7299509177,9
2040,Middle Africa,4.5,Flood,1394852600.0262053,17.806396250000002,1131267.3155119268,8
2040,Middle Africa,6.0,Flood,1917922325.0360322,-4.287464545454546,1555492.5588288994,11
2040,Middle Africa,8.5,Flood,1569209175.029481,18.97554888888889,1272675.7299509177,9
2040,Northern Africa,2.6,Flood,1917922325.0360322,-1.7147563636363636,1555492.5588288994,11
2040,Northern Africa,4.5,Flood,1046139450.019654,-0.5575533333333335,848450.486633945,6
2040,Northern Africa,6.0,Flood,1569209175.029481,0.24880888888888897,1272675.7299509177,9
2040,Northern Africa,8.5,Flood,1394852600.0262053,-1.493995,1131267.3155119268,8
2040,Northern America,2.6,Flood,697426300.0131028,6.378869999999999,565633.6577559633,4
2040,Northern America,4.5,Flood,523069725.0098271,6.30517,424225.24331697245,3
2040,Northern America,6.0,Flood,697426300.0131028,3.3577975,565633.6577559633,4
2040,Northern America,8.5,Flood,523069725.0098271,8.839803333333334,424225.24331697245,3
2040,Northern Europe,2.6,Flood,1569209175.029481,4.140627777777777,1272675.7299509177,9
2040,Northern Europe,4.5,Flood,1917922325.0360322,5.4991281818181825,1555492.5588288994,11
2040,Northern Europe,6.0,Flood,2266635475.0425835,4.1943392307692315,1838309.3877068812,13
2040,Northern Europe,8.5,Flood,2092278900.0393078,6.220460833333334,1696900.9732678903,12
2040,South America,2.6,Flood,3138418350.058963,20.092135,2545351.4599018353,18
2040,South America,4.5,Flood,3312774925.0622387,16.475517894736843,2686759.874340826,19
2040,South America,6.0,Flood,2964061775.055687,10.935239411764709,2403943.0454628444,17
2040,South America,8.5,Flood,3138418350.058963,25.66787444444445,2545351.4599018353,18
