Rainfall - (MM), Year, Statistics, Country, ISO3
77.0869, 1978, Apr Average, France, FRA
81.5523, 1978, May Average, France, FRA
66.7517, 1978, Jun Average, France, FRA
57.6502, 1978, Jul Average, France, FRA
41.6373, 1978, Aug Average, France, FRA
36.5835, 1978, Sep Average, France, FRA
18.9399, 1978, Oct Average, France, FRA
15.5946, 1978, Nov Average, France, FRA
121.825, 1978, Dec Average, France, FRA
98.0128, 1979, Jan Average, France, FRA
93.5002, 1979, Feb Average, France, FRA
116.132, 1979, Mar Average, France, FRA
73.1114, 1979, Apr Average, France, FRA
85.7219, 1979, May Average, France, FRA
56.4388, 1979, Jun Average, France, FRA
31.4965, 1979, Jul Average, France, FRA
71.6533, 1979, Aug Average, France, FRA
37.471, 1979, Sep Average, France, FRA
138.726, 1979, Oct Average, France, FRA
66.0315, 1979, Nov Average, France, FRA
117.663, 1979, Dec Average, France, FRA
70.4335, 1980, Jan Average, France, FRA
57.0003, 1980, Feb Average, France, FRA
92.1928, 1980, Mar Average, France, FRA
31.2829, 1980, Apr Average, France, FRA
86.6682, 1980, May Average, France, FRA
84.2666, 1980, Jun Average, France, FRA
81.3219, 1980, Jul Average, France, FRA
56.1609, 1980, Aug Average, France, FRA
49.3691, 1980, Sep Average, France, FRA
94.6103, 1980, Oct Average, France, FRA
68.4283, 1980, Nov Average, France, FRA
65.9348, 1980, Dec Average, France, FRA
76.3021, 1981, Jan Average, France, FRA
44.8524, 1981, Feb Average, France, FRA
90.9581, 1981, Mar Average, France, FRA
42.5277, 1981, Apr Average, France, FRA
116.411, 1981, May Average, France, FRA
81.8204, 1981, Jun Average, France, FRA
70.1016, 1981, Jul Average, France, FRA
36.0567, 1981, Aug Average, France, FRA
93.2977, 1981, Sep Average, France, FRA
120.433, 1981, Oct Average, France, FRA
32.1889, 1981, Nov Average, France, FRA
154.909, 1981, Dec Average, France, FRA
80.9438, 1982, Jan Average, France, FRA
40.8014, 1982, Feb Average, France, FRA
68.3422, 1982, Mar Average, France, FRA
21.3089, 1982, Apr Average, France, FRA
57.0535, 1982, May Average, France, FRA
87.3749, 1982, Jun Average, France, FRA
68.8471, 1982, Jul Average, France, FRA
67.2853, 1982, Aug Average, France, FRA
70.9282, 1982, Sep Average, France, FRA
128.839, 1982, Oct Average, France, FRA
102.045, 1982, Nov Average, France, FRA
116.671, 1982, Dec Average, France, FRA
41.8746, 1983, Jan Average, France, FRA
71.0555, 1983, Feb Average, France, FRA
58.3233, 1983, Mar Average, France, FRA
127.032, 1983, Apr Average, France, FRA
122.454, 1983, May Average, France, FRA
56.6871, 1983, Jun Average, France, FRA
40.4284, 1983, Jul Average, France, FRA
80.4926, 1983, Aug Average, France, FRA
60.1054, 1983, Sep Average, France, FRA
56.7666, 1983, Oct Average, France, FRA
49.1858, 1983, Nov Average, France, FRA
61.6365, 1983, Dec Average, France, FRA
115.278, 1984, Jan Average, France, FRA
58.7107, 1984, Feb Average, France, FRA
63.1204, 1984, Mar Average, France, FRA
20.9813, 1984, Apr Average, France, FRA
131.024, 1984, May Average, France, FRA
52.8076, 1984, Jun Average, France, FRA
32.1042, 1984, Jul Average, France, FRA
63.7497, 1984, Aug Average, France, FRA
104.714, 1984, Sep Average, France, FRA
88.5059, 1984, Oct Average, France, FRA
115.217, 1984, Nov Average, France, FRA
65.787, 1984, Dec Average, France, FRA
58.7584, 1985, Jan Average, France, FRA
46.2021, 1985, Feb Average, France, FRA
79.6759, 1985, Mar Average, France, FRA
66.0976, 1985, Apr Average, France, FRA
116.726, 1985, May Average, France, FRA
73.9632, 1985, Jun Average, France, FRA
47.613, 1985, Jul Average, France, FRA
52.0987, 1985, Aug Average, France, FRA
17.1957, 1985, Sep Average, France, FRA
27.1027, 1985, Oct Average, France, FRA
62.7494, 1985, Nov Average, France, FRA
65.119, 1985, Dec Average, France, FRA
116.521, 1986, Jan Average, France, FRA
57.9155, 1986, Feb Average, France, FRA
70.7251, 1986, Mar Average, France, FRA
119.195, 1986, Apr Average, France, FRA
68.9135, 1986, May Average, France, FRA
43.9378, 1986, Jun Average, France, FRA
32.7462, 1986, Jul Average, France, FRA
66.7397, 1986, Aug Average, France, FRA
79.7306, 1986, Sep Average, France, FRA
75.3607, 1986, Oct Average, France, FRA
57.0012, 1986, Nov Average, France, FRA
81.2745, 1986, Dec Average, France, FRA
45.8177, 1987, Jan Average, France, FRA
64.2862, 1987, Feb Average, France, FRA
58.4978, 1987, Mar Average, France, FRA
53.3855, 1987, Apr Average, France, FRA
67.5225, 1987, May Average, France, FRA
104.93, 1987, Jun Average, France, FRA
97.2814, 1987, Jul Average, France, FRA
63.3667, 1987, Aug Average, France, FRA
57.3423, 1987, Sep Average, France, FRA
145.226, 1987, Oct Average, France, FRA
76.5531, 1987, Nov Average, France, FRA
58.6614, 1987, Dec Average, France, FRA
134.667, 1988, Jan Average, France, FRA
77.2053, 1988, Feb Average, France, FRA
99.6955, 1988, Mar Average, France, FRA
70.9405, 1988, Apr Average, France, FRA
115.714, 1988, May Average, France, FRA
65.896, 1988, Jun Average, France, FRA
73.4452, 1988, Jul Average, France, FRA
40.4483, 1988, Aug Average, France, FRA
56.7342, 1988, Sep Average, France, FRA
95.3963, 1988, Oct Average, France, FRA
40.4364, 1988, Nov Average, France, FRA
50.7491, 1988, Dec Average, France, FRA
26.2198, 1989, Jan Average, France, FRA
63.6967, 1989, Feb Average, France, FRA
54.287, 1989, Mar Average, France, FRA
133.568, 1989, Apr Average, France, FRA
31.1279, 1989, May Average, France, FRA
36.6623, 1989, Jun Average, France, FRA
48.2101, 1989, Jul Average, France, FRA
44.4376, 1989, Aug Average, France, FRA
43.1093, 1989, Sep Average, France, FRA
42.7427, 1989, Oct Average, France, FRA
64.5501, 1989, Nov Average, France, FRA
76.9057, 1989, Dec Average, France, FRA
54.3633, 1990, Jan Average, France, FRA
100.38, 1990, Feb Average, France, FRA
15.8901, 1990, Mar Average, France, FRA
72.2093, 1990, Apr Average, France, FRA
54.1551, 1990, May Average, France, FRA
78.9854, 1990, Jun Average, France, FRA
32.5378, 1990, Jul Average, France, FRA
42.4062, 1990, Aug Average, France, FRA
44.9772, 1990, Sep Average, France, FRA
117.421, 1990, Oct Average, France, FRA
76.1265, 1990, Nov Average, France, FRA
75.0977, 1990, Dec Average, France, FRA
55.856, 1991, Jan Average, France, FRA
37.6039, 1991, Feb Average, France, FRA
76.209, 1991, Mar Average, France, FRA
50.321, 1991, Apr Average, France, FRA
36.3691, 1991, May Average, France, FRA
69.6719, 1991, Jun Average, France, FRA
56.495, 1991, Jul Average, France, FRA
25.3255, 1991, Aug Average, France, FRA
97.2219, 1991, Sep Average, France, FRA
77.1235, 1991, Oct Average, France, FRA
92.0291, 1991, Nov Average, France, FRA
35.3224, 1991, Dec Average, France, FRA
28.5376, 1992, Jan Average, France, FRA
34.0157, 1992, Feb Average, France, FRA
59.3621, 1992, Mar Average, France, FRA
55.2602, 1992, Apr Average, France, FRA
64.2209, 1992, May Average, France, FRA
109.801, 1992, Jun Average, France, FRA
67.431, 1992, Jul Average, France, FRA
89.5658, 1992, Aug Average, France, FRA
69.1763, 1992, Sep Average, France, FRA
123.215, 1992, Oct Average, France, FRA
103.178, 1992, Nov Average, France, FRA
70.8559, 1992, Dec Average, France, FRA
42.6855, 1993, Jan Average, France, FRA
17.3965, 1993, Feb Average, France, FRA
20.345, 1993, Mar Average, France, FRA
104.995, 1993, Apr Average, France, FRA
77.9192, 1993, May Average, France, FRA
86.6152, 1993, Jun Average, France, FRA
63.3686, 1993, Jul Average, France, FRA
41.641, 1993, Aug Average, France, FRA
157.384, 1993, Sep Average, France, FRA
119.675, 1993, Oct Average, France, FRA
44.7586, 1993, Nov Average, France, FRA
114.768, 1993, Dec Average, France, FRA
105.368, 1994, Jan Average, France, FRA
85.8265, 1994, Feb Average, France, FRA
34.522, 1994, Mar Average, France, FRA
88.54, 1994, Apr Average, France, FRA
92.7677, 1994, May Average, France, FRA
61.2597, 1994, Jun Average, France, FRA
51.1653, 1994, Jul Average, France, FRA
58.1945, 1994, Aug Average, France, FRA
148.012, 1994, Sep Average, France, FRA
81.5849, 1994, Oct Average, France, FRA
74.8861, 1994, Nov Average, France, FRA
73.4066, 1994, Dec Average, France, FRA
119.087, 1995, Jan Average, France, FRA
91.8989, 1995, Feb Average, France, FRA
71.8115, 1995, Mar Average, France, FRA
65.1319, 1995, Apr Average, France, FRA
83.6108, 1995, May Average, France, FRA
28.9311, 1995, Jun Average, France, FRA
55.1727, 1995, Jul Average, France, FRA
48.525, 1995, Aug Average, France, FRA
107.371, 1995, Sep Average, France, FRA
43.0465, 1995, Oct Average, France, FRA
59.4605, 1995, Nov Average, France, FRA
99.9073, 1995, Dec Average, France, FRA
81.9973, 1996, Jan Average, France, FRA
72.8591, 1996, Feb Average, France, FRA
37.0307, 1996, Mar Average, France, FRA
40.6357, 1996, Apr Average, France, FRA
83.6875, 1996, May Average, France, FRA
39.1187, 1996, Jun Average, France, FRA
62.2532, 1996, Jul Average, France, FRA
80.299, 1996, Aug Average, France, FRA
55.4159, 1996, Sep Average, France, FRA
55.2818, 1996, Oct Average, France, FRA
158.744, 1996, Nov Average, France, FRA
81.138, 1996, Dec Average, France, FRA
56.6295, 1997, Jan Average, France, FRA
62.0508, 1997, Feb Average, France, FRA
11.7778, 1997, Mar Average, France, FRA
25.7382, 1997, Apr Average, France, FRA
87.4732, 1997, May Average, France, FRA
126.183, 1997, Jun Average, France, FRA
54.5362, 1997, Jul Average, France, FRA
77.3294, 1997, Aug Average, France, FRA
23.173, 1997, Sep Average, France, FRA
55.1717, 1997, Oct Average, France, FRA
113.912, 1997, Nov Average, France, FRA
99.0871, 1997, Dec Average, France, FRA
82.9989, 1998, Jan Average, France, FRA
18.1291, 1998, Feb Average, France, FRA
33.9601, 1998, Mar Average, France, FRA
144.53, 1998, Apr Average, France, FRA
49.7803, 1998, May Average, France, FRA
55.4818, 1998, Jun Average, France, FRA
44.1814, 1998, Jul Average, France, FRA
35.2551, 1998, Aug Average, France, FRA
117.924, 1998, Sep Average, France, FRA
108.646, 1998, Oct Average, France, FRA
55.955, 1998, Nov Average, France, FRA
65.399, 1998, Dec Average, France, FRA
84.9245, 1999, Jan Average, France, FRA
62.339, 1999, Feb Average, France, FRA
63.089, 1999, Mar Average, France, FRA
85.2084, 1999, Apr Average, France, FRA
81.9647, 1999, May Average, France, FRA
58.9442, 1999, Jun Average, France, FRA
56.6183, 1999, Jul Average, France, FRA
73.5501, 1999, Aug Average, France, FRA
122.186, 1999, Sep Average, France, FRA
90.1811, 1999, Oct Average, France, FRA
76.3416, 1999, Nov Average, France, FRA
132.722, 1999, Dec Average, France, FRA
23.8885, 2000, Jan Average, France, FRA
68.289, 2000, Feb Average, France, FRA
45.7922, 2000, Mar Average, France, FRA
100.744, 2000, Apr Average, France, FRA
79.4951, 2000, May Average, France, FRA
56.6932, 2000, Jun Average, France, FRA
102.381, 2000, Jul Average, France, FRA
54.0106, 2000, Aug Average, France, FRA
68.405, 2000, Sep Average, France, FRA
129.85, 2000, Oct Average, France, FRA
140.279, 2000, Nov Average, France, FRA
86.4602, 2000, Dec Average, France, FRA
102.37, 2001, Jan Average, France, FRA
45.4411, 2001, Feb Average, France, FRA
138.153, 2001, Mar Average, France, FRA
93.2941, 2001, Apr Average, France, FRA
60.567, 2001, May Average, France, FRA
47.1829, 2001, Jun Average, France, FRA
100.933, 2001, Jul Average, France, FRA
57.9225, 2001, Aug Average, France, FRA
74.7067, 2001, Sep Average, France, FRA
85.5609, 2001, Oct Average, France, FRA
54.4008, 2001, Nov Average, France, FRA
37.3755, 2001, Dec Average, France, FRA
38.8329, 2002, Jan Average, France, FRA
84.8897, 2002, Feb Average, France, FRA
50.2182, 2002, Mar Average, France, FRA
37.417, 2002, Apr Average, France, FRA
106.939, 2002, May Average, France, FRA
64.9043, 2002, Jun Average, France, FRA
72.0217, 2002, Jul Average, France, FRA
92.5564, 2002, Aug Average, France, FRA
62.2645, 2002, Sep Average, France, FRA
93.6351, 2002, Oct Average, France, FRA
145.107, 2002, Nov Average, France, FRA
91.0155, 2002, Dec Average, France, FRA
77.0904, 2003, Jan Average, France, FRA
41.5359, 2003, Feb Average, France, FRA
28.5818, 2003, Mar Average, France, FRA
49.968, 2003, Apr Average, France, FRA
61.4901, 2003, May Average, France, FRA
46.8612, 2003, Jun Average, France, FRA
48.3668, 2003, Jul Average, France, FRA
41.0958, 2003, Aug Average, France, FRA
51.6961, 2003, Sep Average, France, FRA
105.836, 2003, Oct Average, France, FRA
83.2599, 2003, Nov Average, France, FRA
81.7469, 2003, Dec Average, France, FRA
119.796, 2004, Jan Average, France, FRA
36.1976, 2004, Feb Average, France, FRA
48.167, 2004, Mar Average, France, FRA
69.7175, 2004, Apr Average, France, FRA
54.3706, 2004, May Average, France, FRA
30.0823, 2004, Jun Average, France, FRA
56.3269, 2004, Jul Average, France, FRA
109.928, 2004, Aug Average, France, FRA
30.6159, 2004, Sep Average, France, FRA
124.534, 2004, Oct Average, France, FRA
44.2436, 2004, Nov Average, France, FRA
63.8482, 2004, Dec Average, France, FRA
41.4968, 2005, Jan Average, France, FRA
36.7973, 2005, Feb Average, France, FRA
40.0597, 2005, Mar Average, France, FRA
90.8379, 2005, Apr Average, France, FRA
62.5767, 2005, May Average, France, FRA
43.9428, 2005, Jun Average, France, FRA
52.5571, 2005, Jul Average, France, FRA
42.794, 2005, Aug Average, France, FRA
60.7114, 2005, Sep Average, France, FRA
73.4677, 2005, Oct Average, France, FRA
69.8714, 2005, Nov Average, France, FRA
58.8872, 2005, Dec Average, France, FRA
49.996, 2006, Jan Average, France, FRA
54.6431, 2006, Feb Average, France, FRA
107.285, 2006, Mar Average, France, FRA
45.0111, 2006, Apr Average, France, FRA
79.3294, 2006, May Average, France, FRA
33.91, 2006, Jun Average, France, FRA
58.8252, 2006, Jul Average, France, FRA
85.4838, 2006, Aug Average, France, FRA
88.2271, 2006, Sep Average, France, FRA
81.8893, 2006, Oct Average, France, FRA
67.3187, 2006, Nov Average, France, FRA
68.5356, 2006, Dec Average, France, FRA
55.2612, 2007, Jan Average, France, FRA
84.3801, 2007, Feb Average, France, FRA
71.6069, 2007, Mar Average, France, FRA
34.1579, 2007, Apr Average, France, FRA
121.299, 2007, May Average, France, FRA
98.0597, 2007, Jun Average, France, FRA
81.9787, 2007, Jul Average, France, FRA
90.0395, 2007, Aug Average, France, FRA
43.2951, 2007, Sep Average, France, FRA
38.2204, 2007, Oct Average, France, FRA
57.4731, 2007, Nov Average, France, FRA
60.8331, 2007, Dec Average, France, FRA
80.6551, 2008, Jan Average, France, FRA
36.4331, 2008, Feb Average, France, FRA
82.8672, 2008, Mar Average, France, FRA
92.1459, 2008, Apr Average, France, FRA
105.785, 2008, May Average, France, FRA
63.9193, 2008, Jun Average, France, FRA
66.3293, 2008, Jul Average, France, FRA
75.8361, 2008, Aug Average, France, FRA
71.5124, 2008, Sep Average, France, FRA
96.3819, 2008, Oct Average, France, FRA
87.9717, 2008, Nov Average, France, FRA
73.7373, 2008, Dec Average, France, FRA
71.5613, 2009, Jan Average, France, FRA
53.9887, 2009, Feb Average, France, FRA
44.6546, 2009, Mar Average, France, FRA
84.8981, 2009, Apr Average, France, FRA
56.2537, 2009, May Average, France, FRA
75.7315, 2009, Jun Average, France, FRA
60.0363, 2009, Jul Average, France, FRA
36.2606, 2009, Aug Average, France, FRA
47.6264, 2009, Sep Average, France, FRA
53.806, 2009, Oct Average, France, FRA
109.689, 2009, Nov Average, France, FRA
103.608, 2009, Dec Average, France, FRA
60.0113, 2010, Jan Average, France, FRA
73.9496, 2010, Feb Average, France, FRA
63.2978, 2010, Mar Average, France, FRA
30.7474, 2010, Apr Average, France, FRA
78.0232, 2010, May Average, France, FRA
83.6204, 2010, Jun Average, France, FRA
45.0797, 2010, Jul Average, France, FRA
65.7436, 2010, Aug Average, France, FRA
68.2517, 2010, Sep Average, France, FRA
77.3454, 2010, Oct Average, France, FRA
102.21, 2010, Nov Average, France, FRA
85.5314, 2010, Dec Average, France, FRA
49.848, 2011, Jan Average, France, FRA
41.3523, 2011, Feb Average, France, FRA
49.717, 2011, Mar Average, France, FRA
20.5333, 2011, Apr Average, France, FRA
34.4148, 2011, May Average, France, FRA
70.4635, 2011, Jun Average, France, FRA
93.6293, 2011, Jul Average, France, FRA
75.4671, 2011, Aug Average, France, FRA
44.9747, 2011, Sep Average, France, FRA
49.2172, 2011, Oct Average, France, FRA
63.5508, 2011, Nov Average, France, FRA
124.24, 2011, Dec Average, France, FRA
53.477, 2012, Jan Average, France, FRA
10.6334, 2012, Feb Average, France, FRA
26.4511, 2012, Mar Average, France, FRA
116.997, 2012, Apr Average, France, FRA
80.209, 2012, May Average, France, FRA
85.6464, 2012, Jun Average, France, FRA
66.9175, 2012, Jul Average, France, FRA
43.6431, 2012, Aug Average, France, FRA
64.9893, 2012, Sep Average, France, FRA
119.235, 2012, Oct Average, France, FRA
84.3606, 2012, Nov Average, France, FRA
111.859, 2012, Dec Average, France, FRA
75.5269, 2013, Jan Average, France, FRA
59.2424, 2013, Feb Average, France, FRA
83.2043, 2013, Mar Average, France, FRA
81.5973, 2013, Apr Average, France, FRA
118.117, 2013, May Average, France, FRA
62.6676, 2013, Jun Average, France, FRA
67.9771, 2013, Jul Average, France, FRA
44.2524, 2013, Aug Average, France, FRA
69.6693, 2013, Sep Average, France, FRA
96.9653, 2013, Oct Average, France, FRA
108.247, 2013, Nov Average, France, FRA
72.8908, 2013, Dec Average, France, FRA
108.802, 2014, Jan Average, France, FRA
99.0963, 2014, Feb Average, France, FRA
36.0784, 2014, Mar Average, France, FRA
49.1349, 2014, Apr Average, France, FRA
74.7569, 2014, May Average, France, FRA
56.2304, 2014, Jun Average, France, FRA
110.278, 2014, Jul Average, France, FRA
89.2108, 2014, Aug Average, France, FRA
44.3141, 2014, Sep Average, France, FRA
74.1295, 2014, Oct Average, France, FRA
122.586, 2014, Nov Average, France, FRA
56.676, 2014, Dec Average, France, FRA
78.1193, 2015, Jan Average, France, FRA
64.1797, 2015, Feb Average, France, FRA
52.6017, 2015, Mar Average, France, FRA
57.0098, 2015, Apr Average, France, FRA
51.2777, 2015, May Average, France, FRA
59.6698, 2015, Jun Average, France, FRA
30.2518, 2015, Jul Average, France, FRA
90.988, 2015, Aug Average, France, FRA
78.3018, 2015, Sep Average, France, FRA
55.8297, 2015, Oct Average, France, FRA
59.0931, 2015, Nov Average, France, FRA
24.0576, 2015, Dec Average, France, FRA
105.525, 2016, Jan Average, France, FRA
93.3024, 2016, Feb Average, France, FRA
73.1815, 2016, Mar Average, France, FRA
74.5945, 2016, Apr Average, France, FRA
106.787, 2016, May Average, France, FRA
86.6589, 2016, Jun Average, France, FRA
34.7662, 2016, Jul Average, France, FRA
24.9382, 2016, Aug Average, France, FRA
39.8369, 2016, Sep Average, France, FRA
61.658, 2016, Oct Average, France, FRA
95.7876, 2016, Nov Average, France, FRA
18.733, 2016, Dec Average, France, FRA
